4.127362878419999674e+02 -3.864086541719999559e+02
2.307380817540000066e+02 -1.324932538879999981e+02
1.554455499080000038e+02 -4.341134262919999856e+02
3.885688702680000119e+02 -1.923042370459999972e+02
1.247524795439999963e+02 -3.477947914559999845e+02
1.370837130920000106e+02 -3.693969524159999764e+02
2.295679647020000118e+02 -5.098109986559999811e+02
3.970297166440000183e+02 -4.456795833059999836e+02
4.599910149419999925e+02 -1.332133259199999884e+02
4.530603216339999904e+02 -3.595859709800000132e+02
1.836183681599999886e+02 -3.425742692240000338e+02
2.268226900800000010e+02 -3.966246761259999971e+02
3.536003722140000036e+02 -4.671017262580000420e+02
1.558055859239999847e+02 -3.155265635220000036e+02
2.957695871440000133e+02 -1.488748926160000110e+02
4.630963255799999843e+02 -1.278577901820000022e+02
3.417191836860000080e+02 -3.053555460700000026e+02
4.320882237019999934e+02 -1.385238571559999912e+02
3.783978528160000110e+02 -4.671917352619999519e+02
1.688118870020000202e+02 -1.215121553999999975e+02
2.792079304079999815e+02 -4.776327797259999670e+02
4.629163075719999938e+02 -1.925292595559999711e+02
4.382088359740000101e+02 -1.601260181160000116e+02
3.133213429240000210e+02 -4.723672529919999761e+02
4.472547408759999712e+02 -2.409991082100000028e+02
3.043654470259999698e+02 -3.591359259600000087e+02
1.556705724180000061e+02 -3.586408764380000207e+02
4.216471792380000352e+02 -4.996399812040000370e+02
3.825832715019999455e+02 -1.168316871920000040e+02
2.461296214379999867e+02 -1.702970355679999841e+02
1.435643613800000082e+02 -2.723672461040000030e+02
2.638163907240000299e+02 -4.506300785259999770e+02
2.670567148679999718e+02 -4.129163058500000147e+02
2.892439343540000323e+02 -2.459045989279999844e+02
1.777227783980000027e+02 -2.455445629120000035e+02
4.257875934219999863e+02 -1.708370895920000123e+02
4.445544707560000006e+02 -1.170117052000000086e+02
1.803780440159999898e+02 -3.910891223799999921e+02
2.585058594879999987e+02 -1.702970355679999841e+02
1.434293478740000012e+02 -3.154815590200000202e+02
3.880288162440000406e+02 -3.540054127319999679e+02
3.942844420219999506e+02 -3.432493367540000122e+02
3.699820109419999881e+02 -1.922142280420000020e+02
4.533303486460000045e+02 -2.841584256279999749e+02
3.105310638000000267e+02 -3.699370064400000047e+02
4.253375484019999817e+02 -3.109811088199999745e+02
3.414041521720000105e+02 -4.023852523819999760e+02
4.755175681319999512e+02 -1.171017142039999896e+02
3.659766102639999872e+02 -4.671467307600000254e+02
2.703420435140000109e+02 -3.536453767159999870e+02
4.095859727019999923e+02 -4.025652703900000233e+02
2.821782275400000231e+02 -5.261476328819999253e+02
4.410891241019999711e+02 -2.301980277300000068e+02
1.716921751300000096e+02 -2.023852454940000030e+02
3.111161223259999815e+02 -1.866786742959999970e+02
1.494149466400000108e+02 -3.801980328959999724e+02
2.550405128340000260e+02 -2.942844385779999925e+02
9.716471981799999469e+01 -2.560306118780000020e+02
2.648514942699999892e+02 -1.272277271539999930e+02
2.766876782960000014e+02 -2.997299833199999739e+02
1.094509488639999972e+02 -2.884338533179999899e+02
3.637713896660000046e+02 -1.922142280420000020e+02
3.883438477580000381e+02 -2.569757064199999945e+02
4.532403396419999808e+02 -3.057155820859999835e+02
1.927092775640000184e+02 -4.126912833399999840e+02
1.563906444499999964e+02 -1.430243073560000084e+02
4.659766137080000021e+02 -1.979297997959999975e+02
3.762826412219999952e+02 -1.491449196279999967e+02
1.990099078440000255e+02 -3.695769704240000237e+02
2.272277305979999937e+02 -2.672367328759999623e+02
2.111611233840000068e+02 -4.450945247799999720e+02
1.745274587559999873e+02 -2.724572551079999698e+02
3.848334966019999683e+02 -3.917191854080000439e+02
2.987848887779999814e+02 -1.650765133360000050e+02
1.618811936939999896e+02 -3.586858809400000041e+02
2.028352905140000075e+02 -1.485598611020000135e+02
1.926192685599999947e+02 -4.342484397980000494e+02
3.049055010499999980e+02 -1.974347502740000095e+02
1.931143180820000111e+02 -2.725472641119999935e+02
4.468046958559999666e+02 -3.811431274380000218e+02
3.534203542059999563e+02 -5.210171196539999983e+02
4.038253964459999565e+02 -2.624212511620000328e+02
4.473447498799999948e+02 -2.086408712719999983e+02
2.576057694479999896e+02 -4.613861545039999896e+02
1.713321391140000003e+02 -3.101710277839999890e+02
3.824932624980000355e+02 -1.491449196279999967e+02
1.902790344559999767e+02 -1.916741740180000022e+02
2.181368211940000208e+02 -1.971647232619999954e+02
1.400090057220000119e+02 -4.179118055719999916e+02
2.296579737059999786e+02 -4.774977662200000168e+02
4.466696823500000164e+02 -4.242574403540000390e+02
4.847434910419999596e+02 -1.441044154040000080e+02
2.790729169020000313e+02 -5.207470926419999842e+02
3.943294465239999909e+02 -3.324482562740000162e+02
3.143114419679999969e+02 -1.597209775979999904e+02
3.140414149559999828e+02 -2.459496034299999963e+02
3.818181949680000571e+02 -3.647614887099999805e+02
2.956345736380000062e+02 -1.812331295540000156e+02
3.454095528500000114e+02 -1.166966736859999969e+02
3.505400660780000521e+02 -4.509001055380000480e+02
4.625112670540000295e+02 -3.111161223259999815e+02
3.073357441580000113e+02 -4.076507791159999670e+02
3.823132444899999882e+02 -2.030603130240000098e+02
4.650315191660000096e+02 -4.997749947099999872e+02
3.228172928459999866e+02 -4.022952433780000092e+02
2.615211611220000236e+02 -1.972997367680000025e+02
3.326282742820000067e+02 -2.460396124340000199e+02
4.194419586399999957e+02 -2.247524829879999970e+02
1.656165673600000048e+02 -1.592259280760000024e+02
2.606210710820000145e+02 -4.775877752240000405e+02
2.985598662680000075e+02 -2.405040586879999864e+02
3.878938027380000335e+02 -4.079208061280000379e+02
3.817281859640000334e+02 -3.863186451680000459e+02
2.175967671699999926e+02 -3.696219749260000071e+02
2.268676945820000128e+02 -3.750675196680000454e+02
2.245724649800000066e+02 -1.216921734079999879e+02
2.211071183259999771e+02 -2.456795764179999821e+02
2.728622956259999910e+02 -5.315031686199999967e+02
4.340234172880000187e+02 -5.104860661859999595e+02
3.545454667559999962e+02 -1.652565313439999954e+02
3.262376349979999759e+02 -3.106660773059999769e+02
1.282178261979999832e+02 -2.346084689259999720e+02
4.468497003580000069e+02 -3.703420469580000258e+02
2.462196304420000104e+02 -1.379387986300000080e+02
2.856435741939999957e+02 -4.129613103519999413e+02
2.332583338659999868e+02 -3.211521262720000323e+02
3.815931724580000264e+02 -4.402340385640000022e+02
3.824032534940000119e+02 -1.815031565659999728e+02
1.810531115459999967e+02 -1.754725532979999798e+02
3.851035236140000393e+02 -3.054905595760000097e+02
2.237173794420000092e+02 -4.019802118640000117e+02
4.413141466119999450e+02 -1.655265583560000096e+02
3.018001904120000063e+02 -2.027902860119999957e+02
3.017101814079999826e+02 -2.243474424700000043e+02
3.732673395880000271e+02 -1.329432989080000027e+02
2.492799365779999903e+02 -1.541404193500000019e+02
1.530603113020000023e+02 -2.130963169700000037e+02
1.807380800319999992e+02 -2.725022596100000101e+02
1.593159370799999976e+02 -1.915841650140000070e+02
1.187668807779999867e+02 -2.830783175799999754e+02
2.493249410800000021e+02 -1.433393388700000060e+02
4.813681533919999538e+02 -2.357335814759999835e+02
4.875787746680000510e+02 -2.249325009959999875e+02
1.748424902700000132e+02 -1.862286292759999924e+02
4.495949749800000177e+02 -4.835733739899999932e+02
2.638613952259999564e+02 -4.398740025480000213e+02
1.811431205499999919e+02 -1.431143163600000037e+02
3.918992034159999776e+02 -1.222322274320000020e+02
3.076507756720000089e+02 -3.106210728039999935e+02
1.807830845340000110e+02 -2.617011791300000141e+02
3.355535669120000080e+02 -3.053105415680000192e+02
1.867686833000000206e+02 -3.264176530059999664e+02
3.448244943239999998e+02 -3.107560863100000006e+02
4.342484397980000494e+02 -4.350135163319999947e+02
2.174167491620000021e+02 -4.343384488019999594e+02
3.759676097080000545e+02 -2.569307019180000111e+02
3.227272838420000198e+02 -4.346534803159999569e+02
3.104410547960000031e+02 -4.022502388759999690e+02
4.282178365299999996e+02 -3.810981229359999816e+02
1.677317789539999922e+02 -4.665166677319999735e+02
4.845184685319999858e+02 -2.195319607559999895e+02
3.225922703360000128e+02 -4.777677932319999741e+02
4.877137881740000012e+02 -1.818181880799999988e+02
3.979298066840000274e+02 -1.653915448500000025e+02
2.050405111120000186e+02 -4.234923638199999800e+02
3.073807486599999947e+02 -3.860936226580000152e+02
3.231323243599999842e+02 -3.052655370659999789e+02
3.475697689460000106e+02 -4.239424088399999846e+02
2.741224216819999810e+02 -1.326282673940000052e+02
2.458145899240000176e+02 -2.673267418799999859e+02
4.346084758140000304e+02 -3.271827295400000253e+02
3.666516777940000225e+02 -2.622862376559999689e+02
4.624212580500000058e+02 -3.434743592640000429e+02
2.148964970499999936e+02 -2.456345719159999987e+02
2.396039686480000057e+02 -2.780828178579999985e+02
1.615661621799999921e+02 -4.557155872519999775e+02
3.821782309840000380e+02 -2.569757064199999945e+02
1.770927153700000076e+02 -4.395589710340000238e+02
3.481098229699999820e+02 -2.514401526740000179e+02
3.818631994699999836e+02 -3.540054127319999679e+02
2.215121588440000266e+02 -1.162916331679999900e+02
2.428892972940000163e+02 -2.187668842220000158e+02
1.930693135799999993e+02 -2.941044205700000020e+02
4.097209862080000562e+02 -3.594509574740000062e+02
4.844734640300000024e+02 -2.303330412359999855e+02
1.062106247199999984e+02 -3.261476259940000091e+02
1.743474407479999968e+02 -3.371737289840000358e+02
2.452295313980000060e+02 -4.505850740239999936e+02
1.280828126920000045e+02 -2.669217013620000216e+02
4.190369181219999746e+02 -3.540954217359999916e+02
1.803780440159999898e+02 -3.802880418999999961e+02
2.110261098779999998e+02 -4.882088376959999891e+02
3.445544673119999857e+02 -3.969847121419999780e+02
3.599460069959999942e+02 -4.239874133419999680e+02
4.194869631419999791e+02 -2.139514025080000010e+02
2.021152184820000173e+02 -3.641764301840000257e+02
4.248424988799999937e+02 -4.727272890080000138e+02
2.864986597320000214e+02 -1.434743523760000130e+02
3.132763384219999807e+02 -4.831233289699999887e+02
1.899189984399999958e+02 -3.102610367880000126e+02
2.144464520299999890e+02 -3.965796716240000137e+02
3.174617571079999720e+02 -1.435643613800000082e+02
1.560756129359999989e+02 -2.400540136679999819e+02
